Omega_m,cost,age_Gyr,ok,P1,P2,P3,P4,P5,P6
0.021800,3.8862317133336157,,1,350.0,446.0,650.0,1179.0,1250.0,1860.0
0.021900,3.898104739882062,,1,350.0,445.0,650.0,1177.0,1250.0,1857.0
0.022000,3.907518572873637,,1,350.0,444.0,650.0,1175.0,1250.0,1855.0
0.022100,3.9178256766733104,,1,350.0,443.0,650.0,1174.0,1250.0,1852.0
0.022200,3.9274922679524513,,1,350.0,444.0,650.0,1172.0,1250.0,1849.0
0.022300,3.9364972681221055,,1,350.0,442.0,650.0,1171.0,1250.0,1847.0
0.022400,3.947383800335665,,1,350.0,442.0,650.0,1169.0,1250.0,1844.0
0.022500,3.9546091554886678,,1,350.0,443.0,650.0,1167.0,1250.0,1842.0
0.022600,3.965059918734206,,1,350.0,442.0,650.0,1166.0,1250.0,1839.0
0.022700,3.974656318938236,,1,350.0,441.0,650.0,1164.0,1250.0,1837.0
0.022800,3.985166940286218,,1,350.0,440.0,650.0,1163.0,1250.0,1834.0
0.022900,3.994817212782447,,1,350.0,439.0,650.0,1161.0,1250.0,1832.0
0.023000,4.005898283828949,,1,350.0,439.0,650.0,1159.0,1250.0,1829.0
0.023100,4.013916789663717,,1,350.0,438.0,650.0,1158.0,1250.0,1827.0
0.023200,4.025060711717785,,1,350.0,438.0,650.0,1156.0,1250.0,1824.0
0.023300,4.033121118224263,,1,350.0,437.0,650.0,1155.0,1250.0,1822.0
0.023400,4.041722045378038,,1,350.0,437.0,650.0,1153.0,1250.0,1820.0
0.023500,4.05125215820138,,1,350.0,437.0,650.0,1152.0,1250.0,1817.0
0.023600,4.0610790120998175,,1,350.0,436.0,650.0,1150.0,1250.0,1815.0
0.023700,4.068036200971642,,1,350.0,436.0,650.0,1149.0,1250.0,1813.0
0.023800,4.078822169590867,,1,350.0,435.0,650.0,1148.0,1250.0,1810.0
0.023900,4.087536827139287,,1,350.0,435.0,650.0,1146.0,1250.0,1808.0
0.024000,4.094547888303311,,1,350.0,435.0,650.0,1145.0,1250.0,1806.0
0.024100,4.107142204986208,,1,350.0,434.0,650.0,1143.0,1250.0,1803.0
0.024200,4.114192173916821,,1,350.0,434.0,650.0,1142.0,1250.0,1801.0
0.024300,4.122996618618906,,1,350.0,434.0,650.0,1140.0,1250.0,1799.0
0.024400,4.132754192231534,,1,350.0,434.0,650.0,1139.0,1250.0,1796.0
0.024500,4.142235064315618,,1,350.0,432.0,650.0,1138.0,1250.0,1794.0
0.024600,4.151105352930391,,1,350.0,432.0,650.0,1136.0,1250.0,1792.0
0.024700,4.158242116109548,,1,350.0,432.0,650.0,1135.0,1250.0,1790.0
0.024800,4.168347310184351,,1,350.0,431.0,650.0,1133.0,1250.0,1788.0
0.024900,4.176712993013292,,1,350.0,430.0,650.0,1132.0,1250.0,1786.0
0.025000,4.185415235473224,,1,350.0,431.0,650.0,1131.0,1250.0,1783.0
0.025100,4.196788256964401,,1,350.0,429.0,650.0,1129.0,1250.0,1781.0
0.025200,4.204011814392102,,1,350.0,429.0,650.0,1128.0,1250.0,1779.0
0.025300,4.210051345746848,,1,350.0,430.0,650.0,1127.0,1250.0,1777.0
0.025400,4.220288227647029,,1,350.0,429.0,650.0,1125.0,1250.0,1775.0
0.025500,4.227559671556685,,1,350.0,429.0,650.0,1124.0,1250.0,1773.0
0.025600,4.237253039904446,,1,350.0,427.0,650.0,1123.0,1250.0,1771.0
0.025700,4.246350789308505,,1,350.0,427.0,650.0,1121.0,1250.0,1769.0
0.025800,4.254878089014047,,1,350.0,426.0,650.0,1120.0,1250.0,1767.0
0.025900,4.262212383931269,,1,350.0,426.0,650.0,1119.0,1250.0,1765.0
0.026000,4.268353674060173,,1,350.0,427.0,650.0,1118.0,1250.0,1763.0
0.026100,4.279948170530393,,1,350.0,425.0,650.0,1116.0,1250.0,1761.0
0.026200,4.286119389710517,,1,350.0,426.0,650.0,1115.0,1250.0,1759.0
0.026300,4.294727497854359,,1,350.0,425.0,650.0,1114.0,1250.0,1757.0
0.026400,4.302139608304757,,1,350.0,425.0,650.0,1113.0,1250.0,1755.0
0.026500,4.312606943899346,,1,350.0,424.0,650.0,1111.0,1250.0,1753.0
0.026600,4.3200519763060905,,1,350.0,424.0,650.0,1110.0,1250.0,1751.0
0.026700,4.32872892126774,,1,350.0,423.0,650.0,1109.0,1250.0,1749.0
0.026800,4.33498693469641,,1,350.0,424.0,650.0,1108.0,1250.0,1747.0
0.026900,4.343693808709283,,1,350.0,423.0,650.0,1107.0,1250.0,1745.0
0.027000,4.354262903078028,,1,350.0,422.0,650.0,1105.0,1250.0,1743.0
0.027100,4.3617857510179485,,1,350.0,422.0,650.0,1104.0,1250.0,1741.0
0.027200,4.370546497323021,,1,350.0,421.0,650.0,1103.0,1250.0,1739.0
0.027300,4.378099274314163,,1,350.0,421.0,650.0,1102.0,1250.0,1737.0
0.027400,4.384035692637456,,1,350.0,420.0,650.0,1101.0,1250.0,1736.0
0.027500,4.390386486124912,,1,350.0,421.0,650.0,1100.0,1250.0,1734.0
0.027600,4.401069310888301,,1,350.0,420.0,650.0,1098.0,1250.0,1732.0
0.027700,4.40990787272655,,1,350.0,419.0,650.0,1097.0,1250.0,1730.0
0.027800,4.417532479440627,,1,350.0,419.0,650.0,1096.0,1250.0,1728.0
0.027900,4.425172050680313,,1,350.0,419.0,650.0,1095.0,1250.0,1726.0
0.028000,4.4299364145511415,,1,350.0,419.0,650.0,1094.0,1250.0,1725.0
0.028100,4.438831841586714,,1,350.0,418.0,650.0,1093.0,1250.0,1723.0
0.028200,4.4477452260530175,,1,350.0,417.0,650.0,1092.0,1250.0,1721.0
0.028300,4.454203764124875,,1,350.0,418.0,650.0,1091.0,1250.0,1719.0
0.028400,4.46212810481917,,1,350.0,417.0,650.0,1089.0,1250.0,1718.0
0.028500,4.471086382862307,,1,350.0,416.0,650.0,1088.0,1250.0,1716.0
0.028600,4.477583828700753,,1,350.0,417.0,650.0,1087.0,1250.0,1714.0
0.028700,4.486572035795114,,1,350.0,416.0,650.0,1086.0,1250.0,1712.0
0.028800,4.491405236483753,,1,350.0,416.0,650.0,1085.0,1250.0,1711.0
0.028900,4.500420379724213,,1,350.0,415.0,650.0,1084.0,1250.0,1709.0
0.029000,4.508209596220008,,1,350.0,415.0,650.0,1083.0,1250.0,1707.0
0.029100,4.513066740149625,,1,350.0,415.0,650.0,1082.0,1250.0,1706.0
0.029200,4.5221237840617965,,1,350.0,414.0,650.0,1081.0,1250.0,1704.0
0.029300,4.529951908324181,,1,350.0,414.0,650.0,1080.0,1250.0,1702.0
0.029400,4.537794997112178,,1,350.0,414.0,650.0,1079.0,1250.0,1700.0
0.029500,4.543931940078658,,1,350.0,413.0,650.0,1078.0,1250.0,1699.0
0.029600,4.551798972107632,,1,350.0,413.0,650.0,1077.0,1250.0,1697.0
0.029700,4.5567040025192025,,1,350.0,413.0,650.0,1076.0,1250.0,1696.0
0.029800,4.5658448477747955,,1,350.0,412.0,650.0,1075.0,1250.0,1694.0
0.029900,4.573750787570358,,1,350.0,412.0,650.0,1074.0,1250.0,1692.0
0.030000,4.5799326241136695,,1,350.0,411.0,650.0,1073.0,1250.0,1691.0
0.030100,4.586609644259449,,1,350.0,412.0,650.0,1072.0,1250.0,1689.0
0.030200,4.592806445328372,,1,350.0,411.0,650.0,1071.0,1250.0,1688.0
0.030300,4.602016127401775,,1,350.0,410.0,650.0,1070.0,1250.0,1686.0
0.030400,4.608729062409017,,1,350.0,411.0,650.0,1069.0,1250.0,1684.0
0.030500,4.614952799624041,,1,350.0,410.0,650.0,1068.0,1250.0,1683.0
0.030600,4.6242043823691565,,1,350.0,409.0,650.0,1067.0,1250.0,1681.0
0.030700,4.627928379612897,,1,350.0,410.0,650.0,1066.0,1250.0,1680.0
0.030800,4.637203905598989,,1,350.0,409.0,650.0,1065.0,1250.0,1678.0
0.030900,4.642201716069348,,1,350.0,409.0,650.0,1064.0,1250.0,1677.0
0.031000,4.65150417820154,,1,350.0,408.0,650.0,1063.0,1250.0,1675.0
0.031100,4.655255111591382,,1,350.0,409.0,650.0,1062.0,1250.0,1674.0
0.031200,4.664581516964549,,1,350.0,408.0,650.0,1061.0,1250.0,1672.0
0.031300,4.670874090997385,,1,350.0,407.0,650.0,1060.0,1250.0,1671.0
0.031400,4.6789625980054,,1,350.0,407.0,650.0,1059.0,1250.0,1669.0
0.031500,4.6840053020525945,,1,350.0,407.0,650.0,1058.0,1250.0,1668.0
0.031600,4.692117752301589,,1,350.0,407.0,650.0,1057.0,1250.0,1666.0
0.031700,4.698443248290766,,1,350.0,406.0,650.0,1056.0,1250.0,1665.0
0.031800,4.705856553920987,,1,350.0,405.0,650.0,1056.0,1250.0,1663.0
0.031900,4.709655373792784,,1,350.0,406.0,650.0,1055.0,1250.0,1662.0
0.032000,4.719083537940108,,1,350.0,405.0,650.0,1054.0,1250.0,1660.0
0.032100,4.724168142659011,,1,350.0,405.0,650.0,1053.0,1250.0,1659.0
0.032200,4.7305325464147785,,1,350.0,404.0,650.0,1052.0,1250.0,1658.0
0.032300,4.737448998970332,,1,350.0,405.0,650.0,1051.0,1250.0,1656.0
0.032400,4.74382836725171,,1,350.0,404.0,650.0,1050.0,1250.0,1655.0
0.032500,4.752042576274858,,1,350.0,404.0,650.0,1049.0,1250.0,1653.0
0.032600,4.75843990198697,,1,350.0,403.0,650.0,1048.0,1250.0,1652.0
0.032700,4.760271749823619,,1,350.0,404.0,650.0,1048.0,1250.0,1651.0
0.032800,4.76979269402973,,1,350.0,403.0,650.0,1047.0,1250.0,1649.0
0.032900,4.774931171040835,,1,350.0,403.0,650.0,1046.0,1250.0,1648.0
0.033000,4.784479051393045,,1,350.0,402.0,650.0,1045.0,1250.0,1646.0
0.033100,4.788352693892898,,1,350.0,403.0,650.0,1044.0,1250.0,1645.0
0.033200,4.794791920276719,,1,350.0,402.0,650.0,1043.0,1250.0,1644.0
0.033300,4.801060107600576,,1,350.0,402.0,650.0,1043.0,1250.0,1642.0
0.033400,4.80751429851001,,1,350.0,401.0,650.0,1042.0,1250.0,1641.0
0.033500,4.812691683287701,,1,350.0,401.0,650.0,1041.0,1250.0,1640.0
0.033600,4.821022615610617,,1,350.0,401.0,650.0,1040.0,1250.0,1638.0
0.033700,4.82621496491392,,1,350.0,401.0,650.0,1039.0,1250.0,1637.0
0.033800,4.832699084874574,,1,350.0,400.0,650.0,1038.0,1250.0,1636.0
0.033900,4.839015158680387,,1,350.0,400.0,650.0,1038.0,1250.0,1634.0
0.034000,4.844225465414424,,1,350.0,400.0,650.0,1037.0,1250.0,1633.0
0.034100,4.849441757958704,,1,350.0,400.0,650.0,1036.0,1250.0,1632.0
0.034200,4.857835541289184,,1,350.0,400.0,650.0,1035.0,1250.0,1630.0
0.034300,4.863066798359077,,1,350.0,400.0,650.0,1034.0,1250.0,1629.0
0.034400,4.8662442891452775,,1,350.0,400.0,650.0,1034.0,1250.0,1628.0
0.034500,4.87466800152698,,1,350.0,400.0,650.0,1033.0,1250.0,1626.0
0.034600,4.8799172160276045,,1,350.0,400.0,650.0,1032.0,1250.0,1625.0
0.034700,4.8851724163384755,,1,350.0,400.0,650.0,1031.0,1250.0,1624.0
0.034800,4.89043360245959,,1,350.0,400.0,650.0,1030.0,1250.0,1623.0
0.034900,4.896827491798577,,1,350.0,400.0,650.0,1030.0,1250.0,1621.0
0.035000,4.90210064954018,,1,350.0,400.0,650.0,1029.0,1250.0,1620.0
0.035100,4.907379793092028,,1,350.0,400.0,650.0,1028.0,1250.0,1619.0
0.035200,4.912664922454119,,1,350.0,400.0,650.0,1027.0,1250.0,1618.0
0.035300,4.915875335196663,,1,350.0,400.0,650.0,1027.0,1250.0,1617.0
0.035400,4.92438584182691,,1,350.0,400.0,650.0,1026.0,1250.0,1615.0
0.035500,4.9296889286197345,,1,350.0,400.0,650.0,1025.0,1250.0,1614.0
0.035600,4.934998001222803,,1,350.0,400.0,650.0,1024.0,1250.0,1613.0
0.035700,4.940313059636118,,1,350.0,400.0,650.0,1023.0,1250.0,1612.0
0.035800,4.946772792887796,,1,350.0,400.0,650.0,1023.0,1250.0,1610.0
0.035900,4.952099822921599,,1,350.0,400.0,650.0,1022.0,1250.0,1609.0
0.036000,4.9574328387656434,,1,350.0,400.0,650.0,1021.0,1250.0,1608.0
0.036100,4.96067318055941,,1,350.0,400.0,650.0,1021.0,1250.0,1607.0
0.036200,4.966015175118824,,1,350.0,400.0,650.0,1020.0,1250.0,1606.0
0.036300,4.971363155488482,,1,350.0,400.0,650.0,1019.0,1250.0,1605.0
0.036400,4.979969435082639,,1,350.0,400.0,650.0,1018.0,1250.0,1603.0
0.036500,4.983224741402016,,1,350.0,400.0,650.0,1018.0,1250.0,1602.0
0.036600,4.9885906792024075,,1,350.0,400.0,650.0,1017.0,1250.0,1601.0
0.036700,4.993962602813043,,1,350.0,400.0,650.0,1016.0,1250.0,1600.0
0.036800,4.999340512233923,,1,350.0,400.0,650.0,1015.0,1250.0,1599.0
0.036900,4.196195338972512,,1,350.0,400.0,650.0,1015.0,1598.0,1598.0
0.037000,4.208454500003837,,1,350.0,400.0,650.0,1014.0,1596.0,1596.0
0.037100,4.215654360785617,,1,350.0,400.0,650.0,1013.0,1595.0,1595.0
0.037200,4.22074059718126,,1,350.0,400.0,650.0,1013.0,1594.0,1594.0
0.037300,4.227955422488651,,1,350.0,400.0,650.0,1012.0,1593.0,1593.0
0.037400,4.235179226511407,,1,350.0,400.0,650.0,1011.0,1592.0,1592.0
0.037500,4.240283420337786,,1,350.0,400.0,650.0,1011.0,1591.0,1591.0
0.037600,4.247522188886155,,1,350.0,400.0,650.0,1010.0,1590.0,1590.0
0.037700,4.25476993614989,,1,350.0,400.0,650.0,1009.0,1589.0,1589.0
0.037800,4.259892087407,,1,350.0,400.0,650.0,1009.0,1588.0,1588.0
0.037900,4.267154799196346,,1,350.0,400.0,650.0,1008.0,1587.0,1587.0
0.038000,4.279566598388903,,1,350.0,400.0,650.0,1007.0,1585.0,1585.0
0.038100,4.284712692886991,,1,350.0,400.0,650.0,1007.0,1584.0,1584.0
0.038200,4.292005333727559,,1,350.0,400.0,650.0,1006.0,1583.0,1583.0
0.038300,4.299306953283494,,1,350.0,400.0,650.0,1005.0,1582.0,1582.0
0.038400,4.304471005212316,,1,350.0,400.0,650.0,1005.0,1581.0,1581.0
0.038500,4.311787589293861,,1,350.0,400.0,650.0,1004.0,1580.0,1580.0
0.038600,4.319113152090773,,1,350.0,400.0,650.0,1003.0,1579.0,1579.0
0.038700,4.324295161450328,,1,350.0,400.0,650.0,1003.0,1578.0,1578.0
0.038800,4.3316356887728515,,1,350.0,400.0,650.0,1002.0,1577.0,1577.0
0.038900,4.338985194810742,,1,350.0,400.0,650.0,1001.0,1576.0,1576.0
0.039000,4.344185161601029,,1,350.0,400.0,650.0,1001.0,1575.0,1575.0
0.039100,4.35154963216453,,1,350.0,400.0,650.0,1000.0,1574.0,1574.0
0.039200,4.358923081443398,,1,350.0,400.0,650.0,999.0,1573.0,1573.0
0.039300,4.364141005664419,,1,350.0,400.0,650.0,999.0,1572.0,1572.0
0.039400,4.371529419468897,,1,350.0,400.0,650.0,998.0,1571.0,1571.0
0.039500,4.376759315310407,,1,350.0,400.0,650.0,998.0,1570.0,1570.0
0.039600,4.384162693640496,,1,350.0,400.0,650.0,997.0,1569.0,1569.0
0.039700,4.391575050685952,,1,350.0,400.0,650.0,996.0,1568.0,1568.0
0.039800,4.3968229039581965,,1,350.0,400.0,650.0,996.0,1567.0,1567.0
0.039900,4.404250225529263,,1,350.0,400.0,650.0,995.0,1566.0,1566.0
0.040000,4.411686525815696,,1,350.0,400.0,650.0,994.0,1565.0,1565.0
